class_label,LHS,RHS
phishing,20041226230034.D0BE21836D7,mail2.domain.com
phishing,1b6e01c4ebb0$15df7e80$39acdb8e,wamu.com
phishing,200412270501.iBR51s6V081011,wicked.internal.realitychecknetwork.com
phishing,200412280128.iBS1SCR23281,spam.thegeekempire.net
phishing,005701c4f265$1c156780$0100a8c0,rocaroja.disc.ucn.cl
phishing,NLGRICOXZASOKPPUTJNWCMW,msn.com
phishing,20050106125147.37D8E1836A7,mail2.domain.com
phishing,20050109103731.CFC1D85B414,mail1.domain.com
phishing,20050110063210.E483D85ADB5,mail1.domain.com
phishing,265373125844.7eb1e1638120,emailgarden.com
phishing,QHXXNXNQXKPVIVAITQUOORCE,yahoo.com
phishing,987287964025.7eb1e4725810,mypersonalemail.com 
phishing,20050114191252.52A0E85A5EE,mail1.domain.com
phishing,20050114193738.907E585A5E1,mail1.domain.com
phishing,20050119083655.B5F4285A55F,mail1.domain.com
phishing,IWKRAOJKGWKDDVGLRAEVM,hotmail.com
phishing,AJAQPLGWJHYJZUHSOTRSSBLPM,yahoo.com
phishing,20050127212713.43FEB85A663,mail1.domain.com
phishing,p3ns$-28i-59-11p93$f51$qq83e7,l06s4i29o8k0r
phishing,k$$9ot5o4-5v-q4f4hn29u6dm-ng1y,flr1.tp8
phishing,KSSNEUOJOAYXGZWOKCUG,msn.com
phishing,q4-6$c--0--$-w,qmb02q
phishing,h9t543-04--20y-285gsa4$f4$28$-0,rsaxnu7c
phishing,2695-6a7m-7$4ph-$12-98e-5,mn62l.k9tld.ya
phishing,1c66-6-$opdd$j6,zgb.l9
phishing,MIJNXTNYFHDKHBOFJFFMOPMAC,yahoo.com
phishing,7$6-3$r45o$v6$$$7-8e-75wd,kr735.5wpz
phishing,q$5d9x05-nd9$9l7590,znno3748i8
phishing,UORIHOXRHPLSVUNQKNFS,yahoo.com
phishing,o5-d1l-2$8d-5o-s$hxw-57,brju.1h
phishing,ra$$u$$j72j43k-00,45wf0.27w
phishing,JALIXRSRZRXUSFRXPYUWIYUY,yahoo.com
phishing,DRGQKERMDTRIQJIDZGVFHSWY,hotmail.com
phishing,6.0.0.22.1.20050130122304.d2079684,wamu.com
phishing,0MKyxe-1CvH5T02ii-0008IW,mrelay.perfora.net
phishing,FLCOVDFNBLHOPTCOFDMBVWQV,msn.com
phishing,1107121452.14225.qmail,users.ebay.com
phishing,WIMFBINVUGLCNIVXCFKBE,yahoo.com
phishing,OYXDVLFHPIMDABKHRRZFPGMLL,msn.com
phishing,VXOVHQUSIAEKAEWJMUHVH,msn.com
phishing,d$5c-$91-zll1$$5,wtoc.99.q4uqul
phishing,3-m48$l95l5n8r-vh--9f91$1iyh4m,tjdf.8c9x
phishing,200502021849.j12InUs28371,www3.server1111.com
phishing,UJILFDPJUONEVRBMTXKIQJOUS,msn.com
phishing,E1Cxvry-0005mp-0O,tessa.thefasthosting.com
phishing,9$-$f7lop22yc$o65911tvk2mi$j5,rx2k.vbs3
phishing,20050208102027.0D72B85AA81,mail1.domain.com
phishing,20050209035402.2FA177C131,L145-MAC18.local
phishing,20050209042729.75A4482C9E,L145-MAC18.local
phishing,LHXRFNRFGJTKDSBDYJASUK,hotmail.com
phishing,482o47$hwnx9$$qe1l0hz8,pwsa4cl2
phishing,20050209195849.381C2B3297,L145-MAC21.local
phishing,20050211115040.1C0681966CB,compendium.ar.uninet.edu
phishing,20050211122902.C85A685A852,mail1.domain.com
phishing,20050211144123.6B3C118519F,mail2.domain.com
phishing,20050210234445.1A8431839E9,mail2.domain.com
phishing,8e2b01c51069$b785aeae$c2f6d56a,wamu.com
phishing,E1CzimC-0005vE-KG,pbt1.silverband.com.au
phishing,20050212012532.5A31285ABF4,mail1.domain.com
phishing,v$9on-o1-46-hk$--77d4m5d-7,o6r.hy
phishing,003101c4768f$1009a70c$1c221380,zzvt
phishing,KRMOGFLAAQYECDIIFHSYD,yahoo.com
phishing,953559833219199272.26149.support,citizensbank.com
phishing,20050213172304.41D071967C5,compendium.ar.uninet.edu
phishing,IMLXKGDXWPETFJKIMIPWP,hotmail.com
phishing,HKYKFBPHMMNKSKJASZSEOYAB,yahoo.com
phishing,200502122248.BAA00863,dns1.tanzania-online.com
phishing,IXSNSLLLHZVPGSWCEJBMJOD,hotmail.com
phishing,E1D0hBa-00066L-76,cgi03.plus.net
phishing,VHLEXEPPPIIQULCYGDLPH,msn.com
phishing,GOWLLNIWFRXFHYDLITTMIUDPG,msn.com
phishing,c1kx-299k5-zf-7-$$2,hy3e3q.ig
phishing,20050215135737.758441836A6,mail2.domain.com
phishing,20050215193044.9B63B196805,compendium.ar.uninet.edu
phishing,ESKJTWBUYKQNISLIWSXVLWS,yahoo.com
phishing,HMMDGAOEESDCAIORCRDDHTB,yahoo.com
phishing,E1D1NxD-00045W-NE,server2.arterytc2.net
phishing,u6$44u99cv73u9$-b0r$-k3-005$-ji,yad56
phishing,BJVBNAAPQBVNVDMVFRWM,msn.com
phishing,1108627338862.eBay.705443.55099.0,reply3.ebay.com
phishing,20050217122738.AFB1985AB6D,mail1.domain.com
phishing,20050217214059.A7CA985A785,mail1.domain.com
phishing,E1D288W-0002oS-14,2n7-163.servernode.net
phishing,BCZLINTCJOFPRIBKXLOZC,hotmail.com
phishing,20050218134316.13431.qmail,verkenners.net
phishing,20050218230251.D2E0B85B115,mail1.domain.com
phishing,QNUUQZZSYHYPKXUKAMJBQSOHA,yahoo.com
phishing,QUUQVXXAXBXZBKWGUQEEIJF,hotmail.com
phishing,6fm--v7n485201--eqx2go,xcutgp1fraw9h
phishing,200502202318.j1KNIWGo032447,archives.colstate.edu
phishing,20050221041914.0E2D185AEE4,mail1.domain.com
phishing,E1D3AtH-0008EP-41,server765.dnslive.net
phishing,73--0hf$$$-5-0,q2x.d8tkfd.zy
phishing,467q6tm7w6jq981$46$hc-$81k$1987,ha93.t1r
phishing,bc2401c51925$05646acb$40831d8e,wamu.com
phishing,a-96$669b02880y-2c7-b813-2u,71k4qgy.gb9
phishing,E1D4gJp-0006QI-3G,oxygen.webpack.hosteurope.de
phishing,20050225163843.C0830C34C8854834,paypal.com
phishing,dx1-41y$b$l682m6x21c6,7jj.q3.bb1iei
phishing,WMWETZCAWFPGPTNIYMCFSO,hotmail.com
phishing,20050226055154.EC36AAAE0D55EEB3,paypal.com
phishing,WNMZYIFRCGGDKLJUODJBJXSFF,yahoo.com
phishing,1109458595-247457336252,r.cipspecials.com
phishing,452xqz57un8z7,dyk2u
phishing,d497a7srhx7-lcy$$y-epjzt-jh,r36.vyj
phishing,EILPLXRLAZTWFNPMTFKMOYE,hotmail.com
phishing,YJYPUAWKVFSRKVUCHEVPXWUY,yahoo.com
phishing,E1D5jko-0005sg-T6,server.balanoff.com
phishing,8-$i81-e$mb-3$4d$td3-u6$l-3-6,9kh.7u.8bv.e2q
phishing,20050228155915.173E218369F,mail2.domain.com
phishing,PNICOHFOIPLDHRTZBJLTAHS,msn.com
phishing,FOSJWHHUQDDKMOCFKDYNKT,comcast.net
phishing,1109827317702.eBay.705443.55410.0,reply3.ebay.com
phishing,,aol.com
phishing,%RNDUCCHAR2025,paypal.com
phishing,20050305025526.3254385AC48,mail1.domain.com
phishing,E1D7fjq-0003mP-E5,megs26.100mwh.com
phishing,20050305232549.43B1A85AD54,mail1.domain.com
phishing,4$p8klb5lkb-$26gmjd-fwp9,gz1.8k.12b6j
phishing,ZUKBGSINFQMGGEZBYLZNFOPV,yahoo.com
phishing,E1D80hn-000327-30,tcserver.24host-4.net
phishing,NAUVAHBESBKPOKOECODYOC,hotmail.com
phishing,r----25r06h1c8,76d.6nf
phishing,200503062226.j26MQJ0M021028,66-194-152-221.gen.twtelecom.net
phishing,E1D8LED-0008Ve-2S,wo.upixnet.com
phishing,b9$12yy-q25gh1$38979,50l76rvtom7
phishing,20050308015423.9F2D185ACDC,mail1.domain.com
phishing,20050308032359.345ED85AE9F,mail1.domain.com
phishing,20050308105227.4430A85A7D6,mail1.domain.com
phishing,20050308150400.BEAF685AAB7,mail1.domain.com
phishing,RCXHWHZOKAIVTUITWLRDR,yahoo.com
phishing,AFCYKBXAUJXRWTYSOFTUD,hotmail.com
phishing,f142-t106g--$$c1y792z1c1d62292,kd4b.gfs
phishing,HRNAZKCKNBIILJGZWNNNTV,msn.com
phishing,f$-0lh21i6j749in-9-v,lbjp3qa
phishing,1110337875-250257336252,r.ciprewards.org
phishing,%RNDUCCHAR2025,paypal.com
phishing,E1D913G-0003Zd-KI,2n7-163.servernode.net
phishing,%RNDUCCHAR2025,paypal.com
phishing,20050311014420.3A72285AF2B,mail1.domain.com
phishing,%RNDUCCHAR2025,paypal.com
phishing,%RNDUCCHAR2025,paypal.com
phishing,20050311175917.8B64985A666,mail1.domain.com
phishing,1110656596-251257336252,r.cipspecials.com
phishing,VBJLUHPEPPJMQZMLCDTARGWCM,msn.com
phishing,WALDWNULSKBJTHIFAUINT,comcast.net
phishing,LPRSGIUAPVUTCOXFRGYXWNV,msn.com
phishing,20050314180827.8A61E85AE0F,mail1.domain.com
phishing,1110861145-251657336252,r.dbestdeals.net
phishing,1110955747-252157336252,r.expsavings.com
phishing,1110968138240.eBay.705443.55602.0,reply3.ebay.com
phishing,20050317012145.9B52E85AD41,mail1.domain.com
phishing,OOENSBELXKIQJOMSIERJC,comcast.net
phishing,20050318195202.561D185A74E,mail1.domain.com
phishing,20050318200206.B0A4B85A74E,mail1.domain.com
phishing,20050318214522.CA44685B14A,mail1.domain.com
phishing,E1DCQyI-0007XS-P1,chevelle.redcheckhosting.com
phishing,1111199496-260157336252,r.cipspecials.com
phishing,20050319111751.0C22685ADEA,mail1.domain.com
phishing,20050319122329.8533D183703,mail2.domain.com
phishing,200503191358.j2JDwPR32150,spam.thegeekempire.net
phishing,20050319155731.AE27785ADC1,mail1.domain.com
phishing,20050319182219.BA91485ACEA,mail1.domain.com
phishing,20050319204856.067C9183B11,mail2.domain.com
phishing,200503200335.j2K3ZmR06695,spam.thegeekempire.net
phishing,%MESSAGEID,hotmail.com
phishing,E1DD1FM-0000ub-CA,server.register4domain.com
phishing,200503201519.j2KFJNR20215,spam.thegeekempire.net
phishing,200503210204.j2L24PR01603,spam.thegeekempire.net
phishing,20675384.1111526725748.JavaMail.root,shankscape.com
phishing,20050323145118.C98971836A0,mail2.domain.com
phishing,QLBZSLQIWBFFQUOFIJJCLH,hotmail.com
phishing,1111979565-262257336252,r.ciprewards.com
phishing,20050328205839.1103.qmail,localhost.localdomain
phishing,1112102376-262457336252,r.cipspecials.com
phishing,t---$9tymzwxl0i64,h5w.y.kqo
phishing,20050329154357.B5A301836A0,mail2.domain.com
phishing,E1DGPDY-0005zX-Fs,host.zeema.com
phishing,20050329223530.15D9A85B0B4,mail1.domain.com
phishing,1112151264-263257336252,r.ciprewards.com
phishing,200503301015.j2UAFqjN031842,devdb1.zerodegrees.com
phishing,1112231669-263557336252,r.ircspecials.com
phishing,20050330095225.18870.qmail,web2.poporo.net
phishing,E1DGz9w-0000SG-Hn,server.digitime.net
phishing,E1DGz9w-0000SK-LY,server.digitime.net
phishing,20050331223508.DC2B21839E9,mail2.domain.com
phishing,20050401032200.A6C2918369F,mail2.domain.com
phishing,39155v9garur$72236482c07$919bi847gb9,usa.com
phishing,20050401044654.D7F3E85AB29,mail1.domain.com
phishing,20050401154144.7D25D85A972,mail1.domain.com
phishing,20050402110135.B6FBE85A754,mail1.domain.com
phishing,20050402114057.D9E0A85B178,mail1.domain.com
phishing,JZLVCEBBXEBTPQNOHYPVPMQPJ,msn.com
phishing,200504042130.j34LU0c9017461,pubhtml.com
phishing,20050405145311.1B3B985ADA0,mail1.domain.com
phishing,1112662708-265857336252,r.cipspecials.com
phishing,OCRZLJQRFJQHGOCCZVJVO,hotmail.com
phishing,LYPZOIUHANNIRRIOCOZZKIHET,msn.com
phishing,20050405190824.1596.qmail,standard.dedicated.abac.net
phishing,1112769053181.eBay.705443.55911.0,reply3.ebay.com
phishing,OSAQSYBZOGBXJBXDBBUTTE,ebay.com
phishing,20050407205817.23FAC85B211,mail1.domain.com
phishing,1112982058-267457336252,r.mcrspecials.com
phishing,20050409015950.738C51836A0,mail2.domain.com
phishing,200504101501.j3AF1mao006303,localhost.localdomain
phishing,YSDLUDLNNWBBJJTXSPUXNDRP,aol.com
phishing,20050407115117.3434.qmail,web2.poporo.net
phishing,1113445942-269457336252,r.great-offers.net
phishing,20050414090329.EF1A418369F,mail2.domain.com
phishing,200504141137.HAA28616,example.comm
phishing,200504150024.UAA00513,example.comm
phishing,200504150337.XAA01847,example.comm
phishing,200504150405.AAA02114,example.comm
phishing,200504150425.AAA02284,example.comm
phishing,200504150632.CAA03150,example.comm
phishing,200504180329.XAA19386,example.comm
phishing,WBMKNSXZEIMZYEMLVPAJMKLEP,hotmail.com
phishing,20050420211619.282601836A6,mail2.domain.com
phishing,20050420211511.7386D85A665,mail1.domain.com
phishing,LPHVHEJWZFZUIEOBBCRZRYQZG,msn.com
phishing,20050421080430.34A6985AF5E,mail1.domain.com
phishing,DUYQPUZRKUDWLLTUKIQLCD,comcast.net
phishing,20050424081232.D316685A919,mail1.domain.com
phishing,1114395164-273457336252,r.promoidplace.com
phishing,200504251750.j3PHo2db001051,mail.magbelle.com
phishing,20050426032505.9750.qmail,fedorabox.readreceipts.com
phishing,200504260643.j3Q6hwUD013108,mail.aero-vision.com
phishing,20050426100828.9741985B052,mail1.domain.com
phishing,OCJLKFSVOJBRMEGLXPIMYT,yahoo.com
phishing,LYRIS-4386786-48731-2005.04.26-16.01.30--username#domain.com,members3.zippyclicks.com
phishing,20050427204119.2969485AE3C,mail1.domain.com
phishing,16E348DF.C84D428,yahoo.com
phishing,1114763606-274857336252,r.ysrpromo.com
phishing,nr$1c98i$-8i0wju-2$y$no62,agbyp34elf.82
phishing,5r$9z-15$on$-$lw$28-z0t$$ro9,4msw65b3.y.wjj
phishing,E1DRuwI-0008KT-6O,p6.ich-3.com
phishing,20050501230354.C175785ABF3,mail1.domain.com
phishing,200505012248.PAA98375,mx2045.aa05.com
phishing,E09D5DEA.24FA032,excite.com
phishing,4010700.1115048071304.JavaMail.root,shankscape.com
phishing,GLJXFVMPOLZWXMJHVSFNJKSRP,hotmail.com
phishing,q$b$rxd-t1u9z1-44-n,vur.ut7u5a9
phishing,HOKCMIFBLEOOEKBOJPBPOKNECGAA.b.charlesao,paypal.com
phishing,4247A0A4.5BFF3E2,isp-q.com
phishing,TNHCMQGDTKEEUNEVZJWMR,earthlink.net
phishing,E1DTuBf-0004i2-4a,host.serverpro6.com
phishing,20050506151026.46A5A85B0CE,mail1.domain.com
phishing,20050506161933.C4E9D85B127,mail1.domain.com
phishing,20050506165354.689AD85B122,mail1.domain.com
phishing,20050506205411.2CEF785AE9D,mail1.domain.com
phishing,LYRIS-4386786-71387-2005.05.06-19.00.39--username#domain.com,members3.zippyclicks.com
phishing,3B872B95.C2769AA,isp-q.com
phishing,298F11CB.7CFEC47,isp-q.com
phishing,4D72812B.24A9A43,isp-q.com
phishing,0820936D.51CF617,isp-q.com
phishing,20050507192943.B3BD385AD4F,mail1.domain.com
phishing,200505072005.NAA02453,server2.maxipointservers.net
phishing,200505072131.OAA35543,mx1930.aa04.com
phishing,20050508164421.B396885AE50,mail1.domain.com
phishing,20050508183148.3E82285AE81,mail1.domain.com
phishing,E1DUs01-0004aE-3t,svr9.edns1.com
phishing,20050508204200.2481B85AF05,mail1.domain.com
phishing,200505091548.j49FmWsG026101,az33exr02.mot.com
phishing,20050511114414.D688D1836A3,mail2.domain.com
phishing,200505111944.MAA28868,mx18198.ff02.com
phishing,20050512095530.74C2185B23D,mail1.domain.com
phishing,200505121854.j4CIsQOB030076,localhost.localdomain
phishing,200002182112.e1ILCgSU030344,gatekeeper.portablepimp.com
phishing,20050513114916.18A5A1D5F5F,xserve
phishing,20050513212956.455902AB007,xserve
phishing,20050514093026.E6D131836A6,mail2.domain.com
phishing,E1DWtWc-0002L5-OQ,buzz.frogspace.net
phishing,20050514155919.C0AF540F3E5,xserve
phishing,0306c25mx94$923963$as8bqh119,Candaceibf3obr802m238tf
phishing,20050515085151.70B6085AF09,mail1.domain.com
phishing,20050515191007.164316792F3,xserve
phishing,20050516082911.1CF62C9C77,wgs.parade.com
phishing,20050516083512.0D1E17860C,pnetserver
phishing,20050516083812.60BD11836A0,mail2.domain.com
phishing,E1DXi14-0005aW-2g,orange.srv2.com
phishing,200505161900.j4GJ03j16305,spam.thegeekempire.net
phishing,NHGJDOGRSDWIDYYHFZTVOVA,charter.net
phishing,OCJCMZVVLKKJXSABLVLO,aol.com
phishing,20050518081600.C9C972DCA67,server12.kundenserver12hsgbr.de
phishing,20050518191153.D257885AC6F,mail1.domain.com
phishing,YPJCZANKOETYBGWDHZFJN,charter.net
phishing,20050519021848.49C8185AC54,mail1.domain.com
phishing,20050519023548.798F285ACB7,mail1.domain.com
phishing,20050519060553.E60781836A1,mail2.domain.com
phishing,20050520200651.053EE85A66E,mail1.domain.com
phishing,20050520190636.6513.qmail,gomez.it
phishing,NIKKYQZFFOBQHLCXZAWUMDYI,earthlink.net
phishing,20050521042938.749F685AD45,mail1.domain.com
phishing,20050521124537.9A92E85A718,mail1.domain.com
phishing,20050521170248.0E0CC85ABA9,mail1.domain.com
phishing,20050521181943.C5FC885A637,mail1.domain.com
phishing,20050521192731.B98B085AB57,mail1.domain.com
phishing,1116751589.17778.qmail,bankone.com
phishing,20050522102845.AA23085A896,mail1.domain.com
phishing,200505232239.PAA45257,mx20211.aa03.com
phishing,SJPZWRFDJGUUXGMKSCTNGN,msn.com
phishing,20050525021624.5118385AA15,mail1.domain.com
phishing,83518415990.6pnxeq666371192lv,franca.net
phishing,200003021851.e22IpuCw018603,gatekeeper.portablepimp.com
phishing,200505252129.j4PLTeBB004163,penguin.yourdomain.com
phishing,JUMSRXPIEDDDCXQCQHIMAHPI,hotmail.com
phishing,JCGRDFGUDBVFSJZHRPELV,hotmail.com
phishing,20050526023943.6CF0285AA24,mail1.domain.com
phishing,20050526134117.5B33D85AB69,mail1.domain.com
phishing,72910tenw61764bt$3721237d05$2c12cv7,mediocre
phishing,20050527204323.3810418369F,mail2.domain.com
phishing,de7c01c5630c$6d86c752$82baeaef,paypal.com
phishing,BWJGXAVIGJCPOSREAPBJYalex,domain.com
phishing,E1DcNTG-0006T1-I4,server2.desktopsoftwares.com
phishing,E1DcSma-00079O-2K,excaliber.first2host.com
phishing,TOJPMINTAQGMDGJAAIZFVBZC,yahoo.com
phishing,20050531101153.D30F385AC3B,mail1.domain.com
phishing,20050531150129.3B00985AA48,mail1.domain.com
phishing,TTJFSDTWIGINRDIPVVBEYUT,msn.com
phishing,LYRIS-5392790-190667-2005.06.03-18.01.01--username#domain.com,winners.winningdaily.com
phishing,PFWRZTPZFRAIFSDCATQAJWDK,eBay.com
phishing,20050604033121.C8C2085AB9D,mail1.domain.com
phishing,20050604095648.A28C31836AB,mail2.domain.com
phishing,20050605014619.46F921A1A1,weilih.com.tw
phishing,200506041746.KAA86019,mx19250.uu02.com
phishing,20050605062428.6DD611836A0,mail2.domain.com
phishing,200506022020.j52KKMlb019857,join1.winhundred.com
phishing,DHTEWNXIIVPTLOMCCLNZ,aol.com
phishing,NCSRTOVQLEHGQXIGRKUXRDT,charter.net
phishing,20050607084426.59A5E85A759,mail1.domain.com
phishing,20050607130833.4F0A11836A7,mail2.domain.com
phishing,0c8401c44b9a$8a61a34a$90f1e60e,ruyx2fj
phishing,978901c44ad6$65168191$806593c3,6m83pi2
phishing,200506072220.j57MKAgb021614,localhost.localdomain
phishing,200506062112.j56LCc5u015078,join1.winhundred.com
phishing,13661644.1118228963953.JavaMail.root,shankscape.com
phishing,CZLESAXVJFKKAZXAHYRM,eBay.com
phishing,20050608142702.2C13418369F,mail2.domain.com
phishing,20050608143856.8357B85ACCA,mail1.domain.com
phishing,20050608181827.0B74F85ACFF,mail1.domain.com
phishing,200506082207.j58M7onB015756,serv-2-5-117.lycos-vds.com
phishing,LYRIS-5392790-190763-2005.06.08-18.01.10--username#domain.com,winners.winningdaily.com
phishing,NQZXHRHRPVCREVWYPFCMCEWB,hotmail.com
phishing,1118298605115.eBay.705443.57202.0,reply3.ebay.com
phishing,E9.BF.01345.21548A24,drmonroe.techtarget.com
phishing,JPNJGONODDDLPAPKGGPIOHAIHIAB.rena.hcumminsva,ebay.com
phishing,IZJOCRZLRYZOJQPOWKKZVJDW,astadev.com
phishing,9ir-1d1-60fk,kmb.4te
phishing,20050609171543.2792885AC60,mail1.domain.com
phishing,200506082013.j58KDxtf018695,join1.winhundred.com
phishing,20050610090623.D2B151C361,corporate.aeonms.com
phishing,EQUGRTLVALSLSSWAXLEXLF,comcast.net
phishing,200506102004.j5AK4QB5023212,plain.ev1servers.net
phishing,FTQPSNDEGZHYHNPMASFAHEOD,charter.net
phishing,y-64495-l-5-$s$8lynwutrnd6ws07,k53q29n5
phishing,YHQDDSOGNBTAVNYLYCIFJTGBZ,msn.com
phishing,TVAKCBKZIAKDVTHRZMCPASFG,eBay.com
phishing,TRBVNEZIVMIQDACFSGRINRSCF,msn.com
phishing,NYAMTQLLXSUUTIJSKQOA,hotmail.com
phishing,BXQOWPXPWKUUGUHZTOGWWKYYH,earthlink.net
phishing,USSTVNONTYCQKULUHNEDZS,hotmail.com
phishing,QBLBJZVMQKNLPDQCFGCBSBWYI,verizon.net
phishing,ZUJRNZQRTHMSFOJXUTXBHMO,verizon.net
phishing,200511160111.jAG1Bxg04204,s001.jdn-internetdiensten.nl
phishing,20051116101319.0EE1D6CCEB4,mail1.example.com
phishing,E1EcM6N-00060v-WE,server62.dedicatedusa.com
phishing,1132136832.13140.card,skyfi.com
phishing,ecf601c5ebae$a90d8d5d$6d347b90,postbank.de
phishing,200511171910.jAHJAbHT012529,ns1.archynet.it
phishing,PUPAOFZEVQARFPXAAMEIZemv,example.com
phishing,20051118125544.393C929FA,telchar.epud.net
phishing,20051118210759.D07448F86A,home.myoswego.com
phishing,200511182338.jAINcJSO024215,ns1.archynet.it
phishing,E1EdKoQ-0002m3-3K,jaguar.bcmweb.com
phishing,20051119125452.B2EE81AD584,Server.local
phishing,20051119183320.928776FA2F2,mail2.example.com
phishing,CIRJTUMAJQFGFNGRWHMW,earthlink.net
phishing,594304271814.3314237,oscsunb.osc.edu
phishing,E1EdgNa-000KhX-Iy,hermano.majordomo.ru
phishing,E1EdgNa-000KhX-Iy,hermano.majordomo.ru
phishing,<29322659042,paypal.com
phishing,20051120231119.23553.qmail,padtax.com
phishing,200511210110.jAL1And24720,localhost.localdomain
phishing,20051121112015.3A9D8244193,simhope.com.tw
phishing,20051121180232.4F6F4228336,iMacWebServer
phishing,E1Eel5j-0005zu-92,paramount.xignahosting.com
phishing,ZHJUYJGCEEMVFPYOAWYZJYH,hotmail.ru
phishing,<40715526174,paypal.com
phishing,LHAUAXTOMUMOOZROMFVIMEAZ,earthlink.net
phishing,E1Ef2PQ-0000N7-00,netserv.ysu.edu
phishing,E1Ef3dZ-00073n-0L,server1.accessitalia.com
phishing,AMVJGKFIINYNEECJOMCRUT,charter.net
phishing,XOPSMTZJTQBPMLKHXXRGJBH,charter.net
phishing,200511250138.jAP1cPp20669,www.cnydevzone.com
phishing,200511250139.jAP1dqvh025043,tomlauren.com
phishing,200511250455.jAP4tRac017901,blupers.com
phishing,1132943406.18949.qmail,paypal.com
phishing,20051126003224.CF5AE7C48EF,MF-Server.local
phishing,200511261639.jAQGd4B22287,lwf.ladot.com
phishing,E1Eg3M7-0006rY-QR,kos.kosmoshosting.net
phishing,66xtp1oo$ngpz$b911q-4w8-4$9,mcl174d.6zs4g
phishing,GJGPEMLLTZKBJOJECYSAFLR,ebay.com
phishing,JTZYUTZPMCZEOJYXBHKA,e-Gold.com
phishing,20051127235017.661BE25A72,blackmagic.bluemarble.net
phishing,626aeb033xow80b8qfw$hxe9o08pqs611$ir41m1,Y961
phishing,1133201685.12757.qmail,paypal.com
phishing,20051129015921.1F0D16CCE5E,mail1.example.com
phishing,f29-7l-i1o$p5447hc65-$h89ek303c,hrhsx0
phishing,20051129100341.5C5EFB871,mail.erskinegrove.com.au
phishing,ZDSXGFXPYRKYQFUTNNGBFH,hotmail.com
phishing,nb$z$vw$0-5i,dt2br1d
phishing,HFWEPABKJZJXFZNEIBDNHA,charter.net
phishing,200511300403.jAU43g0k018780,nova.thinktel.ca
phishing,DIHKVPSXSSLGAIEZBJON,yahoo.com
phishing,YIFSMDVXZJHPFTTWTYTXKQDS,comcast.net
phishing,DUTYDSSZOVQCIWONSXAAFBLRI,comcast.net
phishing,20051130164653.2776F6CCEFA,mail1.example.com
phishing,20051130171616.48CCD7E8885,WDMserver
phishing,CRWUPXZDOEHMGIZMJAFQA,hotmail.com
