class_label,LHS,RHS
0,20020910152959.093F2A7,whatexit.org
0,200209101916.g8AJGJd17943,shelob.ce.ttu.edu
0,200209102131.RAA22275,blackcomb.panasas.com
0,200209102325.g8ANP2KX022602,fsck.intern.waldner.priv.at
0,Pine.BSO.4.44.0208231900430.16631-100000,crank.slack.net
0,200209102354.g8ANscL17172,lin12.triumf.ca
0,9996.1031730908,kanga.nu
0,14343.1031750844,dimebox
0,200209111917.PAA02912,blackcomb.panasas.com
0,21222.1031773720,bhuta
0,200209111952.g8BJqPrl020350,turing-police.cc.vt.edu
0,20020911195312.92D352FEAB,joseph.doink.com
0,20020911202630.348DD2FEAB,joseph.doink.com
0,17705.1031833169,garlic.apnic.net
0,200209120315.XAA25189,blackcomb.panasas.com
0,Pine.LNX.4.33.0208240101180.25180-100000,watcher.mithral.com
0,21377.1031857387,munnari.OZ.AU
0,200209130126.g8D1QUf21470,hobbit.linuxworks.com.au.nospam
0,200209130231.g8D2VO021580,hobbit.linuxworks.com.au.nospam
0,23204.1031891193,dimebox
0,26040.1031911795,munnari.OZ.AU
0,26495.1031914530,munnari.OZ.AU
0,200209131130.g8DBUZL24217,hobbit.linuxworks.com.au.nospam
0,25104.1031918270,dimebox
0,25618.1031926721,dimebox
0,25647.1031927295,dimebox
0,1030025538.25487.TMDA,deepeddy.vircio.com
0,3D72B9D1.20101,barrera.org
0,20020913144647.E8CED5D04,ptavv.es.net
0,26732.1031930098,bhuta
0,200209131705.g8DH5Or30284,lin12.triumf.ca
0,200209132329.g8DNTx409571,head-cfa.harvard.edu
0,200209140320.g8E3Kww29126,hobbit.linuxworks.com.au.nospam
0,Pine.GSO.4.30L.0209140830390.19534-100000,multics.mit.edu
0,29520.1032009778,dimebox
0,20020915202900.F294C5D04,ptavv.es.net
0,200209160136.g8G1aQk05815,opt.nrl.navy.mil
0,200209190241.g8J2fY3o001629,orion.dwf.com
0,20020901.lpt.78839000,www.dudex.net
0,200209190946.g8J9k1308152,hobbit.linuxworks.com.au.nospam
0,1032548220.28201.TMDA,deepeddy.vircio.com
0,20020923025816.8E7A34A8,mercea.net
0,200209230458.AAA08321,blackcomb.panasas.com
0,02082705410501.08779,wilson
0,02082711315303.08779,wilson
0,1030567737.10901.9.camel,bobcat.ods.org
0,1030568564.10902.22.camel,bobcat.ods.org
0,20020829000606.5906404a.matthias,egwn.net
0,1030572601.1643.26.camel,bobcat.ods.org
0,Pine.LNX.4.33.0209011908320.3235-100000,watcher.mithral.com
0,20020829001503.7aab8ccf.matthias,egwn.net
0,1030574318.1651.30.camel,bobcat.ods.org
0,20020829005025.160073af.matthias,egwn.net
0,1030576177.6448.1.camel,localhost.localdomain
0,1030576078.1643.61.camel,bobcat.ods.org
0,1030580111.1388.2.camel,localhost.localdomain
0,20020829062638.53279644.matthias,egwn.net
0,3D6DED60.7070107,myrealbox.com
0,20020829120926.0e6f691e.matthias,egwn.net
0,3D6DFDED.3000304,myrealbox.com
0,DAV32l8aii08N8yxdZj00009342,hotmail.com
0,20020829142252.7b20caab.matthias,egwn.net
0,1030879344.19404.2.camel,bobcat.ods.org
0,20020903.3BF.49876600,www.dudex.net
0,20020904075504.391d7319.che666,uni.de
0,20020904190059.87681.qmail,web20808.mail.yahoo.com
0,200209042356.48124.nick,permflux.org
0,20020905.RoT.47903400,www.dudex.net
0,20020905123258.A9886,bonzo.nirvana
0,20020905143630.B6397,azrael.smilehouse.com
0,20020905.knH.90838400,www.dudex.net
0,F98rcUbV9BC27a2C3HV0001c5cc,hotmail.com
0,200209061500.31306.satimis,writeme.com
0,20020906103455.432893b2.matthias,egwn.net
0,20020906010437.67707f3f.papier,tuxfan.net
0,3C5A2B2E.9050400,shaw.ca
0,1012546426.21971.5.camel,localhost.localdomain
0,3C5A5978.80500,shaw.ca
0,20020201102923.3bfb81dc.matthias,egwn.net
0,20020201150022.B11472,cs.helsinki.fi
0,20020201153541.1321cd9b.matthias,egwn.net
0,20020201165435.C11472,cs.helsinki.fi
0,20020902073057.GT1757,jinny.ie
0,20020201161552.3497fbfd.matthias,egwn.net
0,20020201174132.A8690,cs.helsinki.fi
0,KMENLMHDMGGFAAEMCCNKOEFDCCAA.bfrench,ematic.com
0,20020201191747.4ca19d1a.matthias,egwn.net
0,KMENLMHDMGGFAAEMCCNKCEFGCCAA.bfrench,ematic.com
0,20020201140356.A3308,Warthog.cg.shawcable.net
0,14220000.1012602017,spawn.se7en.org
0,1012620964.5580.5.camel,localhost.localdomain
0,20020202130604.54a97e4e.matthias,egwn.net
0,20020202130844.32a8b78b.matthias,egwn.net
0,Pine.LNX.4.33.0209020031580.4578-100000,watcher.mithral.com
0,1012659069.7723.1.camel,localhost.localdomain
0,2060000.1012684767,spawn.se7en.org
0,20020204143329.B2626,pihlaja.kotilo
0,20020204145140.C2626,pihlaja.kotilo
0,20020204132927.3dc863a0.matthias,egwn.net
0,3C5E85EA.2020402,sunnmore.net
0,20020204164205.A20308,cs.helsinki.fi
0,20020204165853.C20308,cs.helsinki.fi
0,20020204165314.389e52ec.matthias,egwn.net
0,20020204233001.H2626,pihlaja.kotilo
0,C1A68F993703D411B6F600A0C9C83B01F5DEE7,dubexgsrv01
0,1740000.1012898468,spawn.se7en.org
0,3C5FE6E4.6040608,sunnmore.net
0,16380000.1012934264,spawn.se7en.org
0,16550000.1012934680,spawn.se7en.org
0,3C6030B5.2060106,sunnmore.net
0,20020206162953.C10950,pihlaja.kotilo
0,20020206163018.C17717,cs.helsinki.fi
0,20020206161427.494ecf0b.matthias,egwn.net
0,1012959555.17032.17.camel,theshadows.darktech.org
0,20020206184755.D10950,pihlaja.kotilo
0,20020902095455.EDC5CC44D,argote.ch
0,20020206185152.E10950,pihlaja.kotilo
0,20020206173432.02f6f277.matthias,egwn.net
0,20020206194426.F10950,pihlaja.kotilo
0,20020207002914.H12825,pihlaja.kotilo
0,20020207113711.B19145,cs.helsinki.fi
0,Pine.LNX.4.44.0202070901400.10534-100000,dtd.drea.lan
0,20020207151541.01ff69d6.matthias,egwn.net
0,20020910183907.2310f32c.matthias,egwn.net
0,1031676608.17878.8.camel,athlon.ckloiber.com
0,20020910190202.7528f4a2.matthias_haase,bennewitz.com
0,20020902100017.GB2041,bagend.makalumedia.com
0,20020910192046.66fe2b83.matthias,egwn.net
0,20020915181010.E15386,azrael.smilehouse.com
0,20020918165020.3ca80271.matthias,rpmforge.net
0,1032361926.3200.1285.camel,bobcat.ods.org
0,3D89AA17.4090005,leenx.co.za
0,20020919130825.16f0b1c8.matthias,rpmforge.net
0,20020919.6le.46623700,www.dudex.net
0,20020919221046.7484dec6.hosting,j2solutions.net
0,20020920.FvD.95677700,www.dudex.net
0,20020920104055.201c2986.matthias,rpmforge.net
0,001001c249e6$863c4e00$13cca341,networksonline.com
0,253B1BDA4E68D411AC3700D0B77FC5F807C0F3EF,patsydan.dublin.hp.com
0,20020920181118.A17344,bonzo.nirvana
0,20020920182230.3f487196.matthias,rpmforge.net
0,1032766369.1927.14.camel,jersey.fivetec.com
0,20020923080924.27618d2b.hosting,j2solutions.net
0,200209230500.BAA08762,blackcomb.panasas.com
0,200209230508.BAA09815,blackcomb.panasas.com
0,200209230511.BAA10303,blackcomb.panasas.com
0,200209230521.BAA11218,blackcomb.panasas.com
0,19041.1032773013,munnari.OZ.AU
0,1032792084.19602.TMDA,deepeddy.vircio.com
0,CD1F3D770345B24D8ACC7824F0B2D815059594,athens.itsmobile.com
0,20020923145419.09A9638C,mercea.net
0,1032793126.23266.TMDA,deepeddy.vircio.com
0,1032794039.27118.TMDA,deepeddy.vircio.com
0,1032819600.20949.TMDA,deepeddy.vircio.com
0,1032888576.14149.TMDA,deepeddy.vircio.com
0,200209241808.g8OI8LM8068943,schooner.loverso.southborough.ma.us
0,20020925210944.E38253F2F,milou.dyndns.org
0,20020925212231.7D4503F2F,milou.dyndns.org
0,1033049049.16162.TMDA,deepeddy.vircio.com
0,200209271242.g8RCgfWq015740,cft.snafu.priv.at
0,OFEGLPGPCHPACFLJPAILKEICECAA.macarthy,iol.ie
0,E17v8Mw-0004eS-00,pmenage-dt.ensim.com
0,15850.1033186192,dimebox.bmc.com
0,200209280310.g8S3A2S20585,bootstrap.sculptors.com
0,200209290757.g8T7v1P11760,bootstrap.sculptors.com
0,20020930185727.5ACA84A3,gray.impulse.net
0,3703.1033415613,dimebox.bmc.com
0,20020930200201.148FB479,gray.impulse.net
0,22745.1033456497,munnari.OZ.AU
0,30937.1033532481,dimebox.bmc.com
0,30957.1033532534,dimebox.bmc.com
0,OFEGLPGPCHPACFLJPAILOEICECAA.macarthy,iol.ie
0,1033566989.394.TMDA,deepeddy.vircio.com
0,1033567132.911.TMDA,deepeddy.vircio.com
0,200210021354.JAA13534,hera.homer.att.com
0,6367.1033569248,dimebox.bmc.com
0,200210021449.g92EnPLw027736,turing-police.cc.vt.edu
0,6714.1033570251,dimebox.bmc.com
0,3744.1033577684,munnari.OZ.AU
0,16828.1033599653,dimebox.bmc.com
0,20021007212722.4923.qmail,dag.newtech.fi
0,20021008062513.19261.qmail,dag.newtech.fi
0,20020902115716.E3253,prodigy.Redbrick.DCU.IE
0,13258.1030015585,munnari.OZ.AU
0,200208221336.g7MDaWX26868,hobbit.linuxworks.com.au.nospam
0,1030025538.25487.TMDA,deepeddy.vircio.com
0,14735.1030028118,munnari.OZ.AU
0,1030029953.13171.TMDA,deepeddy.vircio.com
0,20020822165508.1F95B3F24,milou.dyndns.org
0,1030037019.7938.TMDA,deepeddy.vircio.com
0,20020822182322.64D053F25,milou.dyndns.org
0,20020822184303.2E5BCF5B3,tater
0,200208221853.g7MIrtV21872,mail.banirh.com
0,3D7344D7.6010702,waider.ie
0,16323.1030043119,munnari.OZ.AU
0,20020822191310.800DFF5B3,tater
0,1030048087.20291.TMDA,deepeddy.vircio.com
0,20020822211425.849EB3F27,milou.dyndns.org
0,1030053252.9051.TMDA,deepeddy.vircio.com
0,21588.1030083611,munnari.OZ.AU
0,200209010605.g81653XF010950,orion.dwf.com
0,200209021718.NAA12734,blackcomb.panasas.com
0,20154.1030531468,munnari.OZ.AU
0,17313.1034090473,dimebox.bmc.com
0,3D7344E1.8010309,diva.ie
0,20021008185652.19779.qmail,dag.newtech.fi
0,200210091657.g99GvDmX025433,life.ai.mit.edu
0,4226.1034187399,tatanka
0,8425.1034188200,dimebox.bmc.com
0,200210091842.g99Ignpd981628,opal.eng.sun.com
0,200210091843.OAA01268,hippolyta.crd.ge.com
0,4571.1034190434,tatanka
0,200210091925.g99JPGfJ001534,fsck.intern.waldner.priv.at
0,5175.1034197500,tatanka
0,200210092115.g99LFIO03270,vishnu.abreau.net
0,5.1.0.14.0.20020902120100.02a78308,212.17.32.225
0,20020923084711.79045d91.hosting,j2solutions.net
0,20020923174120.73573065.matthias,egwn.net
0,20020923180205.37d82e53.matthias,egwn.net
0,1032802765.9035.17.camel,Ricardo
0,3D90A792.6070307,fluid.com
0,Pine.LNX.4.44.0209281740430.9924-100000,urgent.rug.ac.be
0,20020928183754.13ba9173.matthias,egwn.net
0,Pine.LNX.4.44.0209291839510.11482-100000,urgent.rug.ac.be
0,Pine.LNX.4.44.0209292055400.11482-100000,urgent.rug.ac.be
0,20020929211630.28e45f73.matthias,egwn.net
0,20020902115021.GA49485,paat.pair.com
0,Pine.LNX.4.44.0209292136580.11482-100000,urgent.rug.ac.be
0,20020930.bp5.07787800,www.dudex.net
0,20020930111121.B14995,bonzo.nirvana
0,2740000.1033379168,spawn.se7en.org
0,377FE45E-D4A6-11D6-A377-000393D60714,jabber.org
0,20020930214204.5d631f5b.ralf,camperquake.de
0,20020930215046.108ba76f.matthias,egwn.net
0,20020930220002.15c18770.matthias,egwn.net
0,20020930223956.6c06655a.ralf,camperquake.de
0,3D98B507.1080608,fluid.com
0,20020902120754.GC27311,mail.webnote.net
0,20020930225131.5fe5aa07.matthias,egwn.net
0,20020930235323.0e045818.ralf,camperquake.de
0,20020930225946.3f3ae6f3.matthias,egwn.net
0,20021001.t5w.10103800,www.dudex.net
0,Pine.LNX.4.44.0210011026020.19273-100000,urgent.rug.ac.be
0,4370000.1033464561,spawn.se7en.org
0,20021001121244.2d3a0154.matthias,egwn.net
0,Pine.LNX.4.44.0210011410320.32381-100000,chip.ath.cx
0,20021001135011.74dc6814.matthias,rpmforge.net
0,20021001151127.5ef5b77d.matthias,rpmforge.net
0,B98ABFA4.1F87%dh,uptime.at
0,253B1BDA4E68D411AC3700D0B77FC5F807C0F446,patsydan.dublin.hp.com
0,20021001.558.00260600,www.dudex.net
0,Pine.LNX.4.44.0210020939580.6894-100000,urgent.rug.ac.be
0,3D9AA650.2000909,eecs.berkeley.edu
0,20021002030039.706c6eca.kilroy,kamakiriad.com
0,20021002100919.2e3168a8.matthias,rpmforge.net
0,3D9AB394.F7C2C9A4,eecs.berkeley.edu
0,20021002105324.5ee715d2.matthias,egwn.net
0,Pine.LNX.4.44.0210021220140.6561-100000,chip.ath.cx
0,20021002114533.42cc8de8.matthias,egwn.net
0,20021002041852.14c612cb.kilroy,kamakiriad.com
0,20020902155851.A22343,ie.suberic.net
0,20021002185728.7334502b.matthias,egwn.net
0,20021002193602.GC6266,taz.home.priv
0,20021002.5P6.35437100,www.dudex.net
0,20021002224504.13c35679.matthias,rpmforge.net
0,20021002224620.6d4fc92f.matthias,rpmforge.net
0,3D9BEC4A.2050900,punkass.com
0,20021003110510.1c619b15.matthias,rpmforge.net
0,3D9C23C5.9090203,leenx.co.za
0,Pine.LNX.4.44.0210031618460.14124-100000,chip.ath.cx
0,1033651236.19916.1.camel,opus
0,200209021718.NAA12734,blackcomb.panasas.com
0,Pine.LNX.4.44.0210031255050.20571-100000,swampfox.owlriver.com
0,20021003142457.77f1d07b.hosting,j2solutions.net
0,1033681684.3133.100.camel,bobcat.ods.org
0,5520000.1033682218,spawn.se7en.org
0,3D9CEE0A.9030400,free.fr
0,20021004002618.1b352b30.matthias,rpmforge.net
0,20021003163343.606db2bf.hosting,j2solutions.net
0,1033696039.2551.0.camel,gandalf
0,1033696352.2552.3.camel,gandalf
0,3D9D38DA.1040600,punkass.com
0,0B1C586E-BE99-11D6-B0C6-00039396ECF2,deersoft.com
0,3D9D3D32.5080404,punkass.com
0,20021004105413.5264a403.matthias,rpmforge.net
0,Pine.LNX.4.44.0210041014020.5103-100000,urgent.rug.ac.be
0,20021004052213.0ac86d78.kilroy,kamakiriad.com
0,20021004162311.A23707,canarsie.horizonlive.com
0,20021004223558.1e85622d.matthias,rpmforge.net
0,20021004.rnl.09750400,www.dudex.net
0,3D9E1F20.3050300,eecs.berkeley.edu
0,200210041809.23811.coy.krill,verizon.net
0,1033784731.25485.6.camel,localhost.localdomain
0,15731.47405.983253.662388,klortho.waider.ie
0,20021004221003.26248bb9.kilroy,kamakiriad.com
0,20021005103825.33a637b3.matthias,rpmforge.net
0,20021005102143.GA6915,marvin.home.priv
0,20021005104303.65cc5b6d.matthias,rpmforge.net
0,1033819393.1146.1.camel,rh8.localdomain
0,20021005151248.2184c904.matthias_haase,bennewitz.com
0,200210051256.03011.coy.krill,verizon.net
0,Pine.LNX.4.44.0210051821380.10287-100000,swampfox.owlriver.com
0,3D9FFE0A.20006,punkass.com
0,20021006123628.0d199281.matthias,rpmforge.net
0,45130FBE2F203649A4BABDB848A9C9D0032D4D,enterprise.wasptech.com
0,1033953429.13890.4.camel,AMD1800
0,1033954359.28832.4.camel,athlon.ckloiber.com
0,1033964717.1263.8.camel,AMD1800
0,3DA12334.2010705,punkass.com
0,20021007012740.4c1f4b10.kilroy,kamakiriad.com
0,Pine.LNX.4.44.0210071231560.4199-100000,urgent.rug.ac.be
0,1034007312.2296.8.camel,bobcat.ods.org
0,20021007183629.40ab9860.matthias,rpmforge.net
0,1034008552.1872.10.camel,AMD1800
0,20021007185430.7c7e9245.matthias,rpmforge.net
0,3DA144C8.2060707,waider.ie
0,1034011232.8419.65.camel,bobcat.ods.org
0,20021007192851.11d250b8.matthias,rpmforge.net
0,1034012428.1872.28.camel,AMD1800
0,20021007103831.642c1bbb.hosting,j2solutions.net
0,20021007194559.0482f194.matthias,rpmforge.net
0,1034013290.8419.85.camel,bobcat.ods.org
0,1034013325.8419.88.camel,bobcat.ods.org
0,20021007200642.27614e1b.matthias,rpmforge.net
0,20021007230521.0f1727aa.matthias,rpmforge.net
0,3DA288E8.4060006,punkass.com
0,20021007083001.GJ16947,jinny.ie
0,3DA2E63D.8090104,punkass.com
0,20021008162406.0aaaa275.matthias,rpmforge.net
0,20020829171121.3b5d0506.matthias,egwn.net
0,1030649409.4818.4.camel,localhost.localdomain
0,1030654347.9760.1.camel,localhost.localdomain
0,20020830070306.GA7959,amadeus.home
0,3D70306F.8090201,eecs.berkeley.edu
0,1030763168.15592.1.camel,localhost.localdomain
0,1030790671.1963.97.camel,bobcat.ods.org
0,20020831125333.4574373b.matthias,egwn.net
0,3DA1470E.2070709,waider.ie
0,20020901.v8t.39317700,www.dudex.net
0,20020901.Cm5.66966300,www.dudex.net
0,20020901.lpt.78839000,www.dudex.net
0,1034027845.2296.163.camel,bobcat.ods.org
0,3DA28982.6020709,punkass.com
0,20021008093721.4a3ed251.matthias,rpmforge.net
0,20021008094334.57b0c988.matthias,rpmforge.net
0,Pine.LNX.4.44.0210081140130.18762-100000,chip.ath.cx
0,Pine.LNX.4.44.0210081145060.18762-100000,chip.ath.cx
0,20020828004215.4bca2588.matthias,rpmforge.net
0,35767.194.237.142.13.1033980191.squirrel,mail.nologic.org
0,20020827.HLj.85891900,www.dudex.net
0,20020828143235.A5779,bonzo.nirvana
0,1034178803.1390.4.camel,samwise.speakeasy.net
0,20021009181801.65d72cbc.matthias,rpmforge.net
0,20021009152844.A20454,canarsie.horizonlive.com
0,1034194128.19400.49.camel,wintermute.sr.unh.edu
0,20021009224706.5996f983.matthias,rpmforge.net
0,1034245825.2222.11.camel,sahib
0,20021010131209.1b3fc024.matthias,rpmforge.net
0,200208231109.g7NB9oq21542,dogma.slashnull.org
0,14735.1030028118,munnari.OZ.AU
0,1033981800.541.6.camel,gandalf
0,20020822145523.A2125,rover.vipul.net
0,AF40EEDE-B65C-11D6-8F61-00039396ECF2,deersoft.com
0,002601c24a04$8eea9ca0$0401a8c0,erik
0,20020822175806.1E6E343F99,phobos.labs.netnoteinc.com
0,p04310112b98ad76ff998,[198.248.208.11]
0,Pine.BSF.4.44.0208221259380.24381-100000,server1.shellworld.net
0,20020822180907.GE16421,kluge.net
0,E17hwSa-00007M-00,usw-pr-cvs1.sourceforge.net
0,C37FB068-B5FB-11D6-A91E-00039396ECF2,deersoft.com
0,62593AC6-B5FB-11D6-A91E-00039396ECF2,deersoft.com
0,1033982823.539.8.camel,gandalf
0,2635D258-B5FC-11D6-A91E-00039396ECF2,deersoft.com
0,p05100307b98c296c91aa,[200.255.3.123]
0,20020826173313.T97541-100000,moon.campus.luth.se
0,25C208FC-B909-11D6-9F1A-00039396ECF2,deersoft.com
0,3D6A4A75.6070608,perkel.com
0,20020826154319.2AD6043F99,phobos.labs.netnoteinc.com
0,65385.208.171.240.67.1030376608.squirrel,www.mike-leone.com
0,009901c24d18$0777a2b0$145da8c0,sidney.com
0,20020826154626.542CD43F99,phobos.labs.netnoteinc.com
0,20020826184926.B97541-100000,moon.campus.luth.se
0,53964.137.43.13.22.1033983339.squirrel,squirrelmail.netsoc.ucd.ie
0,20020826185114.J97541-100000,moon.campus.luth.se
0,196A8818B3B5D611AC8D0008024505DB14A8,PDCWEXOE
0,E17jch9-00063J-00,usw-pr-cvs1.sourceforge.net
0,954123A6-B9DA-11D6-AD60-003065C182B0,radparker.com
0,20020827182710.A6871-100000,moon.campus.luth.se
0,hhvg5wkv68.fsf,hrothgar.la.mastaler.com
0,yf24rdgkmbk.fsf,proton.pathname.com
0,33038.194.125.220.138.1030489896.squirrel,example.com
0,20020828013622.GD30677,kluge.net
0,1030506273.18567.TMDA,omega.paradigm-omega.net
0,20021007093726.GB1893,bilbo.makalumedia.com
0,001101c24dfb$61b7a2f0$8801020a,brianmay
0,20020827211008.Y6871-100000,moon.campus.luth.se
0,200208281615.18731,malte.stretz.eu.org
0,000801c24ea1$8a8023f0$af672e04,winxp
0,200208281647.22637,malte.stretz.eu.org
0,20020828150614.GB98808,darkness.sial.org
0,200208281716.06506,malte.stretz.eu.org
0,20020828161557.950A8A3CB0,belphegore.hughes-family.org
0,E17k66A-0001hO-00,usw-pr-cvs1.sourceforge.net
0,E17k66A-0001hE-00,usw-pr-cvs1.sourceforge.net
0,000401c26de5$c0319b10$3201010a,nimitz
0,36033.138.23.89.42.1030559367.squirrel,library.ucr.edu
0,3D6D3763.3060300,lehigh.edu
0,20020828184218.399CE43F99,phobos.labs.netnoteinc.com
0,3D6D1AB2.DEDDDC0C,email.uah.edu
0,1030560510.17408.TMDA,omega.paradigm-omega.net
0,008c01c24ec4$83eab9b0$b554a8c0,RAGING
0,a05111b05b992ca179346,[10.0.1.100]
0,3D6CC86A.3542.DD1064,localhost
0,NEBBKLEDELIODOCJHLPCCEJENAAA.mgm,starlingtech.com
0,1030566379.469.47.camel,lerlaptop.iadfw.net
0,20021007103254.GA1714,torb.mine.nu
0,20020828202756.GE8161,reypastor.hispalinux.es
0,829DCAD0-BAC5-11D6-AD60-003065C182B0,radparker.com
0,1030567825.3271.TMDA,omega.paradigm-omega.net
0,3D6D3763.3060300,lehigh.edu
0,20020828225352.A9191,silence.homedns.org
0,Pine.OSF.4.44.0208281659320.3984-100000,falcon.dickinson.edu
0,E17kAzN-0006Td-00,usw-pr-cvs1.sourceforge.net
0,yf2sn0yk4x6.fsf,proton.pathname.com
0,yf2ptw2k4ge.fsf,proton.pathname.com
0,Pine.GSO.4.44.0208281721030.7994-100000,info.uah.edu
0,F59mMH7ATgbniMfsvoa00017adf,hotmail.com
0,200208281735.33851.jon.g,directfreight.com
0,E17kBa2-00013s-00,usw-pr-cvs1.sourceforge.net
0,200208281548.21264.matt,nightrealms.com
0,Pine.LNX.4.44.0208281556450.28602-100000,aztec.zanshin.com
0,E17kCFG-00041w-00,usw-pr-cvs1.sourceforge.net
0,32978.194.125.173.10.1030577657.squirrel,example.com
0,yf2n0r6k104.fsf,proton.pathname.com
0,135470FA-BAE3-11D6-AD60-003065C182B0,radparker.com
0,A9AEB614-BAE8-11D6-AD60-003065C182B0,radparker.com
0,01da01c24ef6$585238a0$023c7bc0,A700
0,015401c26df8$40e8a2a0$0cb2fad8,DWM1
0,200208281749.37636.matt,nightrealms.com
0,A23DE7A325D23B49A76B54080E0BCB9E2924A9,kabul.ad.skymv.com
0,20020829112725.38902390.lars,unet.net.ph
0,3D6DA650.2040300,yale.edu
0,005b01c24f17$823b1f30$fa7d940a,siddesktop
0,15725.46293.831269.315365,12-248-11-90.client.attbi.com
0,yf2k7majkol.fsf,proton.pathname.com
0,NEBBKLEDELIODOCJHLPCKEJNNAAA.mgm,starlingtech.com
0,3D6E0984.5030708,startechgroup.co.uk
0,3D6E14B1.50800,startechgroup.co.uk
0,016c01c26df9$27dbb670$0cb2fad8,DWM1
0,E17kPUX-000201-00,usw-pr-cvs1.sourceforge.net
0,200208291701.27688,malte.stretz.eu.org
